CommID,FIPSPL,Name,CAT,CommID,FIPSPL,QOLjobs_vg,QOLjobs_g,QOLjobs_f,QOLjobs_p,QOLjobs_dnk,QOLjobs_na,QOLmed_vg,QOLmed_g,QOLmed_f,QOLmed_p,QOLmed_dnk,QOLmed_na,QOLk12_vg,QOLk12_g,QOLk12_f,QOLk12_p,QOLk12_dnk,QOLk12_na,QOLhousing_vg,QOLhousing_g,QOLhousing_f,QOLhousing_p,QOLhousing_dnk,QOLhousing_na,QOLshop_vg,QOLshop_g,QOLshop_f,QOLshop_p,QOLshop_dnk,QOLshop_na,QOLchildcare_vg,QOLchildcare_g,QOLchildcare_f,QOLchildcare_p,QOLchildcare_dnk,QOLchildcare_na,QOLseniorcare_vg,QOLseniorcare_g,QOLseniorcare_f,QOLseniorcare_p,QOLseniorcare_dnk,QOLseniorcare_na,QOLyouth_vg,QOLyouth_g,QOLyouth_f,QOLyouth_p,QOLyouth_dnk,QOLyouth_na,QOLcommsrvall_vg,QOLcommsrvall_g,QOLcommsrvall_f,QOLcommsrvall_p,QOLcommsrvall_dnk,QOLcommsrvall_na,QOLrecrentr_vg,QOLrecrentr_g,QOLrecrentr_f,QOLrecrentr_p,QOLrecrentr_dnk,QOLrecrentr_na,QOLpolice_vg,QOLpolice_g,QOLpolice_f,QOLpolice_p,QOLpolice_dnk,QOLpolice_na,QOLfire_vg,QOLfire_g,QOLfire_f,QOLfire_p,QOLfire_dnk,QOLfire_na,QOLems_vg,QOLems_g,QOLems_f,QOLems_p,QOLems_dnk,QOLems_na,QOLstreets_vg,QOLstreets_g,QOLstreets_f,QOLstreets_p,QOLstreets_dnk,QOLstreets_na,QOLparks_vg,QOLparks_g,QOLparks_f,QOLparks_p,QOLparks_dnk,QOLparks_na,QOLgarbage_vg,QOLgarbage_g,QOLgarbage_f,QOLgarbage_p,QOLgarbage_dnk,QOLgarbage_na,QOLwater_vg,QOLwater_g,QOLwater_f,QOLwater_p,QOLwater_dnk,QOLwater_na,QOLgovtsrvall_vg,QOLgovtsrvall_g,QOLgovtsrvall_f,QOLgovtsrvall_p,QOLgovtsrvall_dnk,QOLgovtsrvall_na
13,1904825,Batavia,TENURE2,13,1904825,0.000,0.000,0.000,18.397,0.000,81.603,0.000,0.000,0.000,0.000,0.000,100.000,0.000,11.827,0.000,0.000,31.537,56.636,0.000,18.397,31.537,11.827,38.239,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,35.768,0.000,64.232,0.000,0.000,0.000,31.537,0.000,38.239,30.223,0.000,31.537,0.000,0.000,56.636,11.827,0.000,0.000,49.934,50.066,0.000,0.000,0.000,6.132,0.000,3.942,0.000,89.926,0.000,43.364,0.000,0.000,0.000,56.636,18.397,81.603,0.000,0.000,0.000,0.000,18.397,43.364,0.000,38.239,0.000,0.000,0.000,0.000,49.934,50.066,0.000,0.000,49.934,0.000,0.000,0.000,11.827,38.239,50.066,31.537,0.000,0.000,18.397,0.000,49.934,0.000,11.827,0.000,38.239,0.000,0.000,43.364,0.000,0.000,18.397,38.239
14,1904870,Battle Creek,TENURE2,14,1904870,0.000,0.000,0.000,93.716,0.000,6.284,0.000,12.572,0.000,59.115,0.000,28.313,6.284,54.009,28.318,11.390,0.000,0.000,0.000,60.292,22.030,17.678,0.000,0.000,0.000,0.000,0.000,93.716,0.000,6.284,0.000,5.106,12.572,76.039,0.000,6.284,0.000,0.000,93.378,0.000,0.000,6.622,0.000,0.000,66.580,0.000,0.000,33.420,6.284,5.106,12.572,76.039,0.000,0.000,0.000,22.195,3.797,49.242,0.000,24.767,0.000,18.855,81.145,0.000,0.000,0.000,63.537,36.463,0.000,0.000,0.000,0.000,12.567,65.403,0.000,22.030,0.000,0.000,0.000,6.284,87.433,6.284,0.000,0.000,6.284,71.687,22.030,0.000,0.000,0.000,6.284,93.716,0.000,0.000,0.000,0.000,6.284,12.572,22.030,59.115,0.000,0.000,6.284,12.572,76.039,5.106,0.000,0.000
15,1904960,Bayard,TENURE2,15,1904960,0.000,13.579,0.000,27.158,25.890,33.373,0.000,9.291,0.000,0.000,0.000,90.709,0.000,13.579,22.870,0.000,0.000,63.551,33.373,22.870,13.579,0.000,30.178,0.000,0.000,0.000,13.579,13.579,0.000,72.842,0.000,0.000,0.000,13.579,53.048,33.373,0.000,0.000,13.579,0.000,39.469,46.952,0.000,0.000,13.579,9.291,30.178,46.952,13.579,9.291,13.579,13.579,16.599,33.373,5.238,9.053,4.526,9.053,17.468,54.663,16.599,27.158,13.579,9.291,0.000,33.373,30.178,27.158,9.291,33.373,0.000,0.000,30.178,22.870,0.000,33.373,13.579,0.000,49.972,27.158,13.579,9.291,0.000,0.000,33.373,36.449,0.000,13.579,0.000,16.599,13.579,56.243,0.000,0.000,13.579,16.599,0.000,0.000,13.579,42.664,27.158,16.599,0.000,0.000,0.000,42.664,40.737,16.599
16,1905365,Bedford,TENURE2,16,1905365,0.000,0.000,48.810,38.429,12.761,0.000,12.761,57.367,21.317,8.556,0.000,0.000,22.293,47.834,17.112,0.000,12.761,0.000,9.533,12.761,17.112,26.517,34.077,0.000,0.000,48.810,25.521,25.668,0.000,0.000,12.761,44.606,0.000,21.317,21.317,0.000,0.000,8.556,36.050,0.000,55.394,0.000,12.761,36.050,12.761,25.668,12.761,0.000,9.533,73.355,8.556,8.556,0.000,0.000,6.355,47.827,14.211,11.408,4.254,15.945,22.293,17.112,60.594,0.000,0.000,0.000,48.810,29.873,8.556,0.000,12.761,0.000,39.278,39.406,12.761,0.000,8.556,0.000,0.000,25.521,35.073,39.406,0.000,0.000,30.849,39.278,17.112,0.000,12.761,0.000,57.367,21.317,0.000,0.000,12.761,8.556,25.521,65.923,8.556,0.000,0.000,0.000,45.023,30.542,24.435,0.000,0.000,0.000
17,1907030,Bloomfield,TENURE2,17,1907030,0.000,0.000,0.000,20.914,79.086,0.000,20.914,79.086,0.000,0.000,0.000,0.000,0.000,79.086,0.000,0.000,20.914,0.000,0.000,79.086,20.914,0.000,0.000,0.000,0.000,0.000,0.000,20.914,79.086,0.000,0.000,0.000,20.914,0.000,79.086,0.000,0.000,0.000,20.914,0.000,79.086,0.000,0.000,79.086,20.914,0.000,0.000,0.000,79.086,0.000,20.914,0.000,0.000,0.000,52.724,33.333,13.943,0.000,0.000,0.000,79.086,0.000,20.914,0.000,0.000,0.000,79.086,20.914,0.000,0.000,0.000,0.000,20.914,0.000,0.000,0.000,79.086,0.000,0.000,79.086,0.000,20.914,0.000,0.000,0.000,79.086,0.000,0.000,20.914,0.000,20.914,0.000,0.000,0.000,79.086,0.000,79.086,0.000,0.000,20.914,0.000,0.000,79.086,0.000,20.914,0.000,0.000,0.000
18,1909280,Buffalo Center,TENURE2,18,1909280,24.676,6.448,28.533,20.998,19.344,0.000,33.894,53.210,6.448,0.000,6.448,0.000,43.738,43.366,0.000,0.000,12.896,0.000,24.676,22.740,37.290,15.294,0.000,0.000,6.448,16.292,67.416,9.844,0.000,0.000,39.397,33.082,8.162,0.000,19.358,0.000,16.324,20.622,43.695,0.000,19.358,0.000,26.377,49.315,10.522,6.893,6.893,0.000,13.785,59.345,26.870,0.000,0.000,0.000,28.609,22.340,30.381,6.230,5.441,6.999,42.432,49.406,8.162,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,6.448,0.000,57.261,36.291,0.000,0.000,47.417,39.687,6.448,0.000,6.448,0.000,56.262,22.740,20.998,0.000,0.000,0.000,31.125,31.586,0.000,20.998,16.292,0.000,28.072,25.138,20.998,6.448,19.344,0.000
19,1910045,Calmar,TENURE2,19,1910045,0.000,6.528,76.261,10.682,0.000,6.528,0.000,76.261,6.528,10.682,0.000,6.528,76.261,6.528,0.000,0.000,17.211,0.000,0.000,0.000,10.682,0.000,82.789,6.528,0.000,6.528,0.000,86.944,0.000,6.528,0.000,76.261,0.000,0.000,17.211,6.528,0.000,0.000,0.000,0.000,93.472,6.528,0.000,0.000,76.261,0.000,10.682,13.056,0.000,6.528,86.944,0.000,0.000,6.528,2.176,27.596,28.981,25.420,7.122,8.704,0.000,6.528,76.261,0.000,17.211,0.000,76.261,0.000,0.000,0.000,23.739,0.000,76.261,6.528,0.000,0.000,17.211,0.000,0.000,0.000,17.211,76.261,6.528,0.000,0.000,76.261,6.528,0.000,17.211,0.000,0.000,76.261,0.000,0.000,13.056,10.682,0.000,76.261,0.000,0.000,23.739,0.000,0.000,82.789,10.682,0.000,6.528,0.000
20,1912270,Center Point,TENURE2,20,1912270,0.000,44.617,24.618,30.766,0.000,0.000,39.686,47.078,13.236,0.000,0.000,0.000,43.179,38.261,18.561,0.000,0.000,0.000,32.652,26.547,34.183,6.618,0.000,0.000,0.000,0.000,75.452,18.331,0.000,6.217,0.000,26.205,34.183,0.000,32.994,6.618,0.000,0.000,40.630,0.000,52.751,6.618,6.447,27.320,46.549,0.000,13.065,6.618,0.000,38.170,43.179,12.435,6.217,0.000,8.259,41.965,25.074,20.534,0.000,4.168,0.000,12.504,24.778,18.331,0.000,44.387,55.683,44.317,0.000,0.000,0.000,0.000,49.626,50.374,0.000,0.000,0.000,0.000,0.000,24.618,50.834,24.548,0.000,0.000,37.122,56.661,0.000,0.000,6.217,0.000,37.122,56.661,0.000,0.000,0.000,6.217,25.008,37.779,12.435,0.000,6.057,18.721,15.554,46.376,22.802,0.000,15.268,0.000
21,1912720,Chariton,TENURE2,21,1912720,0.000,5.151,26.242,47.332,21.275,0.000,21.275,17.167,46.475,0.000,15.083,0.000,10.302,27.283,26.242,0.000,21.091,15.083,0.000,28.115,43.966,5.480,16.047,6.392,0.000,0.000,33.465,50.457,16.078,0.000,11.734,23.045,24.021,0.000,17.178,24.021,5.480,23.941,32.093,0.000,16.047,22.439,5.480,17.549,38.485,0.000,16.047,22.439,5.151,26.426,53.340,0.000,15.083,0.000,1.717,29.348,24.239,17.494,17.147,10.055,16.495,6.008,21.091,41.324,15.083,0.000,22.503,56.407,6.008,0.000,15.083,0.000,22.503,42.181,15.083,0.000,20.234,0.000,0.000,11.343,46.475,27.099,15.083,0.000,0.000,52.668,26.242,6.008,15.083,0.000,21.646,48.189,0.000,0.000,30.165,0.000,0.000,22.503,11.159,36.173,30.165,0.000,0.000,51.811,27.099,6.008,15.083,0.000
22,1913080,Cherokee,TENURE2,22,1913080,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,50.000,50.000,0.000,0.000,0.000,0.000,66.667,33.333,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,50.000,0.000,0.000,50.000,50.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,50.000,50.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000
23,1913530,Clarence,TENURE2,23,1913530,0.000,0.000,47.318,25.822,26.860,0.000,44.610,22.625,10.598,4.330,17.837,0.000,11.962,9.240,28.757,0.000,50.040,0.000,0.000,61.832,11.670,4.330,22.168,0.000,21.728,0.000,4.330,26.141,17.837,29.964,0.000,23.181,0.000,0.000,62.960,13.860,0.000,4.620,12.450,0.000,55.130,27.801,0.000,25.548,7.342,4.620,31.480,31.010,0.000,34.195,13.053,44.543,8.209,0.000,3.890,11.193,16.695,25.399,10.239,32.583,34.719,25.633,28.693,0.000,10.955,0.000,60.352,11.212,10.598,0.000,17.837,0.000,67.234,17.480,4.330,0.000,10.955,0.000,4.330,6.268,45.507,32.940,10.955,0.000,39.946,27.371,0.000,21.728,10.955,0.000,22.625,19.259,6.882,0.000,39.565,11.670,8.661,24.105,8.661,7.339,39.565,11.670,0.000,27.055,19.869,7.194,15.977,29.905
24,1913575,Clarinda,TENURE2,24,1913575,3.163,60.370,19.613,5.618,11.236,0.000,3.163,54.396,34.221,8.220,0.000,0.000,37.385,43.159,8.220,0.000,11.236,0.000,0.000,17.563,48.216,28.603,5.618,0.000,0.000,8.782,71.762,19.456,0.000,0.000,24.353,21.375,14.662,5.953,33.657,0.000,0.000,37.176,11.236,0.000,45.970,5.618,22.985,43.159,17.001,5.618,5.618,5.618,5.618,57.915,30.849,0.000,5.618,0.000,23.050,52.691,16.768,0.000,3.745,3.745,31.411,62.971,5.618,0.000,0.000,0.000,34.574,57.206,8.220,0.000,0.000,0.000,80.544,5.618,8.220,0.000,5.618,0.000,3.163,48.778,42.441,5.618,0.000,0.000,9.304,76.034,8.709,0.000,5.953,0.000,25.793,37.385,0.000,0.000,28.603,8.220,17.563,48.216,34.221,0.000,0.000,0.000,17.563,62.981,13.838,0.000,5.618,0.000
25,1915240,Colo,TENURE2,25,1915240,0.000,9.824,50.438,0.000,28.578,11.160,0.000,0.000,24.056,13.378,0.000,62.566,18.509,36.226,13.378,0.000,31.887,0.000,13.378,49.603,18.509,0.000,18.509,0.000,0.000,0.000,0.000,13.378,0.000,86.622,0.000,26.451,11.310,0.000,62.239,0.000,0.000,22.432,38.094,0.000,39.474,0.000,10.286,13.378,27.564,0.000,48.773,0.000,13.378,10.678,60.282,7.831,7.831,0.000,7.342,34.876,15.013,7.070,5.480,30.218,38.094,19.733,23.664,0.000,18.509,0.000,68.506,18.117,13.378,0.000,0.000,0.000,48.773,37.850,13.378,0.000,0.000,0.000,10.678,42.165,39.325,0.000,7.831,0.000,40.697,38.094,13.378,0.000,7.831,0.000,9.054,48.773,10.286,0.000,31.887,0.000,39.318,36.626,13.378,0.000,10.678,0.000,0.000,76.989,14.514,0.000,8.496,0.000
26,1915420,Columbus Junction,TENURE2,26,1915420,0.000,0.000,14.284,85.716,0.000,0.000,0.000,15.675,9.738,74.587,0.000,0.000,0.000,0.000,74.587,25.413,0.000,0.000,0.000,8.874,5.410,67.968,8.874,8.874,0.000,0.000,5.410,94.590,0.000,0.000,0.000,0.000,0.000,5.937,84.325,9.738,0.000,14.284,0.000,8.874,76.842,0.000,0.000,0.000,0.000,25.413,74.587,0.000,0.000,8.874,8.874,5.410,76.842,0.000,2.958,4.761,51.228,35.137,5.916,0.000,0.000,100.000,0.000,0.000,0.000,0.000,17.748,67.968,0.000,0.000,14.284,0.000,17.748,67.968,0.000,5.410,8.874,0.000,5.410,0.000,94.590,0.000,0.000,0.000,8.874,5.410,8.874,0.000,67.968,8.874,9.738,0.000,5.937,0.000,74.587,9.738,0.000,5.410,0.000,8.874,67.968,17.748,0.000,85.716,8.874,0.000,5.410,0.000
27,1916500,Corning,TENURE2,27,1916500,11.705,9.682,78.613,0.000,0.000,0.000,45.548,54.452,0.000,0.000,0.000,0.000,21.387,22.511,41.503,0.000,14.599,0.000,0.000,49.183,11.179,39.638,0.000,0.000,0.000,44.690,55.310,0.000,0.000,0.000,0.000,61.991,0.000,0.000,38.009,0.000,11.705,61.991,0.000,0.000,26.304,0.000,0.000,32.193,0.000,41.503,26.304,0.000,0.000,44.962,55.038,0.000,0.000,0.000,23.470,31.668,41.136,0.000,3.726,0.000,20.426,65.631,13.943,0.000,0.000,0.000,85.186,14.814,0.000,0.000,0.000,0.000,34.369,55.310,10.320,0.000,0.000,0.000,0.000,11.179,64.557,24.264,0.000,0.000,60.064,35.443,4.493,0.000,0.000,0.000,60.064,29.616,10.320,0.000,0.000,0.000,71.243,28.757,0.000,0.000,0.000,0.000,21.387,78.613,0.000,0.000,0.000,0.000
28,1916545,Correctionville,TENURE2,28,1916545,0.000,6.624,56.102,21.064,16.210,0.000,21.415,58.829,15.203,0.000,4.552,0.000,38.196,61.804,0.000,0.000,0.000,0.000,0.000,22.437,41.106,4.770,31.687,0.000,0.000,28.946,45.876,0.000,0.000,25.178,15.928,0.000,6.509,0.000,52.385,25.178,0.000,27.206,0.000,0.000,47.615,25.178,0.000,22.437,41.106,0.000,11.279,25.178,0.000,28.946,66.285,4.770,0.000,0.000,21.181,23.295,32.754,13.702,5.309,3.760,6.213,50.000,15.203,0.000,28.585,0.000,79.302,20.698,0.000,0.000,0.000,0.000,54.124,45.876,0.000,0.000,0.000,0.000,0.000,28.946,71.054,0.000,0.000,0.000,28.946,71.054,0.000,0.000,0.000,0.000,29.987,61.314,0.000,0.000,8.699,0.000,0.000,51.275,40.026,0.000,8.699,0.000,0.000,65.203,0.000,0.000,34.797,0.000
29,1919945,Denison,TENURE2,29,1919945,34.420,54.969,10.611,0.000,0.000,0.000,10.038,59.245,0.000,30.717,0.000,0.000,41.065,24.906,0.000,0.000,34.029,0.000,7.661,19.099,65.580,7.661,0.000,0.000,7.247,64.649,20.858,7.247,0.000,0.000,7.247,33.508,0.000,0.000,59.245,0.000,7.661,0.000,29.710,0.000,62.630,0.000,7.661,26.759,2.951,0.000,62.630,0.000,7.247,77.312,8.195,0.000,7.247,0.000,38.234,53.899,1.914,5.953,0.000,0.000,17.576,72.659,9.765,0.000,0.000,0.000,21.520,78.480,0.000,0.000,0.000,0.000,12.481,19.356,17.576,0.000,50.587,0.000,18.551,66.567,14.882,0.000,0.000,0.000,18.551,68.276,2.866,0.000,10.307,0.000,3.519,74.691,3.519,0.000,18.272,0.000,65.555,25.309,9.136,0.000,0.000,0.000,0.000,87.693,5.257,0.000,7.050,0.000
30,1921810,Donnellson,TENURE2,30,1921810,0.000,0.000,49.573,50.427,0.000,0.000,0.000,0.000,0.000,39.863,0.000,60.137,59.450,20.275,20.275,0.000,0.000,0.000,0.000,25.214,74.786,0.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,50.000,0.000,39.175,20.275,0.000,20.275,20.275,0.000,39.175,0.000,0.000,40.550,20.275,0.000,20.275,59.450,0.000,0.000,20.275,0.000,39.863,60.137,0.000,0.000,0.000,6.529,33.104,33.562,13.288,0.000,13.517,19.588,39.863,40.550,0.000,0.000,0.000,19.588,60.137,20.275,0.000,0.000,0.000,19.588,40.550,0.000,0.000,39.863,0.000,0.000,0.000,50.427,25.214,24.359,0.000,0.000,60.825,19.588,0.000,19.588,0.000,0.000,80.412,0.000,0.000,19.588,0.000,0.000,20.275,20.275,39.863,19.588,0.000,0.000,39.863,40.550,0.000,19.588,0.000
31,1922620,Dumont,TENURE2,31,1922620,0.000,48.816,0.000,51.184,0.000,0.000,0.000,0.000,56.163,43.837,0.000,0.000,0.000,30.828,41.809,13.009,0.000,14.354,0.000,45.182,54.818,0.000,0.000,0.000,0.000,30.828,41.809,27.363,0.000,0.000,0.000,0.000,0.000,0.000,84.811,15.189,0.000,41.809,27.363,0.000,30.828,0.000,30.828,0.000,56.163,13.009,0.000,0.000,30.828,0.000,56.163,13.009,0.000,0.000,20.552,15.061,50.451,13.936,0.000,0.000,30.828,14.354,0.000,13.009,0.000,41.809,30.828,14.354,0.000,0.000,54.818,0.000,0.000,64.562,35.438,0.000,0.000,0.000,14.354,43.837,41.809,0.000,0.000,0.000,51.939,48.061,0.000,0.000,0.000,0.000,45.182,41.809,0.000,0.000,0.000,13.009,30.828,56.163,0.000,0.000,0.000,13.009,20.751,60.442,18.807,0.000,0.000,0.000
32,1923250,Eagle Grove,TENURE2,32,1923250,0.000,0.000,12.946,49.932,33.047,4.075,17.344,16.161,12.292,31.377,22.825,0.000,12.946,63.014,24.039,0.000,0.000,0.000,0.000,87.708,12.292,0.000,0.000,0.000,5.052,3.869,57.942,33.137,0.000,0.000,12.946,12.946,12.946,24.039,33.047,4.075,0.000,16.161,27.877,12.292,43.670,0.000,0.000,49.932,24.039,12.946,9.008,4.075,0.000,17.021,73.971,0.000,9.008,0.000,1.358,47.352,30.331,20.959,0.000,0.000,21.214,20.845,57.942,0.000,0.000,0.000,44.038,33.137,22.825,0.000,0.000,0.000,30.484,44.556,0.000,0.000,24.960,0.000,3.869,43.670,40.169,12.292,0.000,0.000,3.869,38.189,57.942,0.000,0.000,0.000,48.157,51.843,0.000,0.000,0.000,0.000,33.506,43.670,22.825,0.000,0.000,0.000,5.525,56.074,38.401,0.000,0.000,0.000
33,1924645,Elgin,TENURE2,33,1924645,12.534,0.000,29.850,20.150,37.466,0.000,0.000,0.000,12.534,20.150,32.684,34.633,0.000,29.850,20.150,0.000,50.000,0.000,0.000,47.166,0.000,20.150,32.684,0.000,0.000,0.000,17.316,32.684,20.150,29.850,0.000,0.000,0.000,14.330,85.670,0.000,0.000,0.000,0.000,23.037,76.963,0.000,29.850,37.466,0.000,20.150,12.534,0.000,0.000,34.633,32.684,0.000,32.684,0.000,29.122,26.650,4.178,7.679,14.396,17.975,0.000,37.466,0.000,12.534,37.466,12.534,0.000,62.534,0.000,0.000,37.466,0.000,0.000,62.534,0.000,0.000,37.466,0.000,17.316,0.000,42.384,20.150,20.150,0.000,29.850,17.316,32.684,0.000,20.150,0.000,0.000,62.534,0.000,0.000,37.466,0.000,0.000,17.316,45.217,0.000,37.466,0.000,0.000,12.534,29.850,0.000,57.616,0.000
34,1924780,Elk Horn,TENURE2,34,1924780,0.000,0.000,22.784,77.216,0.000,0.000,21.881,0.000,78.119,0.000,0.000,0.000,44.665,55.335,0.000,0.000,0.000,0.000,21.881,22.784,55.335,0.000,0.000,0.000,0.000,0.000,44.665,55.335,0.000,0.000,0.000,22.784,21.881,33.454,21.881,0.000,21.881,0.000,0.000,33.454,44.665,0.000,21.881,22.784,0.000,55.335,0.000,0.000,21.881,22.784,21.881,33.454,0.000,0.000,37.070,0.000,11.151,36.890,14.888,0.000,22.784,21.881,0.000,55.335,0.000,0.000,78.119,0.000,21.881,0.000,0.000,0.000,44.665,55.335,0.000,0.000,0.000,0.000,44.665,0.000,21.881,33.454,0.000,0.000,44.665,0.000,55.335,0.000,0.000,0.000,78.119,0.000,0.000,0.000,21.881,0.000,21.881,22.784,0.000,55.335,0.000,0.000,44.665,0.000,21.881,33.454,0.000,0.000
35,1925095,Elma,TENURE2,35,1925095,0.000,0.000,39.041,60.959,0.000,0.000,0.000,0.000,15.877,30.919,18.663,34.540,12.128,47.234,0.000,0.000,26.383,14.255,0.000,30.919,18.663,0.000,34.540,15.877,0.000,0.000,15.877,30.919,15.877,37.326,18.663,0.000,0.000,30.919,34.540,15.877,18.663,0.000,0.000,30.919,34.540,15.877,0.000,18.663,0.000,49.582,15.877,15.877,0.000,0.000,50.418,30.919,18.663,0.000,0.000,22.748,32.683,20.613,17.734,6.221,12.128,23.617,14.255,23.617,26.383,0.000,12.128,73.617,0.000,0.000,14.255,0.000,15.877,65.460,0.000,0.000,18.663,0.000,0.000,61.489,26.383,0.000,0.000,12.128,26.383,61.489,0.000,0.000,12.128,0.000,0.000,37.872,0.000,23.617,26.383,12.128,0.000,61.489,0.000,0.000,26.383,12.128,12.128,61.489,0.000,0.000,26.383,0.000
36,1925725,Epworth,TENURE2,36,1925725,0.000,35.674,23.721,35.674,4.930,0.000,13.340,0.000,0.000,0.000,27.264,59.395,68.389,26.681,0.000,0.000,4.930,0.000,46.055,35.674,13.340,0.000,4.930,0.000,0.000,13.340,23.721,0.000,0.000,62.939,22.334,23.721,0.000,0.000,53.945,0.000,0.000,0.000,0.000,13.340,64.326,22.334,0.000,44.668,22.334,0.000,19.658,13.340,0.000,35.674,58.008,4.930,1.387,0.000,17.030,5.725,25.657,21.477,3.760,26.351,58.008,18.271,22.334,0.000,1.387,0.000,93.683,0.000,0.000,0.000,6.317,0.000,93.683,0.000,0.000,0.000,6.317,0.000,41.992,22.334,35.674,0.000,0.000,0.000,41.992,44.668,13.340,0.000,0.000,0.000,58.008,13.340,22.334,0.000,4.930,1.387,71.933,13.340,0.000,13.340,1.387,0.000,13.340,58.008,22.334,0.000,6.317,0.000
37,1925860,Estherville,TENURE2,37,1925860,0.000,8.114,46.674,45.212,0.000,0.000,8.114,7.766,84.119,0.000,0.000,0.000,0.000,0.000,43.633,41.954,7.207,7.207,0.000,0.000,54.788,45.212,0.000,0.000,0.000,7.766,47.022,45.212,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,38.907,45.212,15.881,0.000,8.114,7.766,84.119,0.000,0.000,0.000,5.409,48.288,46.302,0.000,0.000,0.000,41.954,21.943,0.000,0.000,36.103,0.000,0.000,41.954,14.413,0.000,36.103,7.529,7.529,49.160,0.000,0.000,43.310,0.000,0.000,92.793,0.000,0.000,0.000,7.207,7.529,92.471,0.000,0.000,0.000,0.000,0.000,36.103,49.160,0.000,7.207,7.529,0.000,7.207,85.264,0.000,0.000,7.529,0.000,56.690,0.000,0.000,36.103,7.207
38,1926175,Everly,TENURE2,38,1926175,0.000,34.663,37.039,0.000,16.987,11.311,13.064,13.064,0.000,6.142,0.000,67.730,38.916,18.776,30.024,6.142,6.142,0.000,0.000,71.381,0.000,12.623,12.623,3.373,6.646,30.024,0.000,6.142,0.000,57.188,28.619,59.024,0.000,0.000,5.935,6.422,0.000,37.119,7.065,0.000,21.281,34.535,0.000,81.069,0.000,0.000,18.931,0.000,11.554,59.905,16.987,0.000,11.554,0.000,4.208,20.062,14.660,6.402,4.026,50.643,13.064,50.770,36.166,0.000,0.000,0.000,39.191,60.809,0.000,0.000,0.000,0.000,45.333,48.020,0.000,0.000,6.646,0.000,6.142,55.876,37.982,0.000,0.000,0.000,25.852,74.148,0.000,0.000,0.000,0.000,0.000,61.084,0.000,0.000,38.916,0.000,0.000,61.588,6.142,0.000,32.270,0.000,19.710,54.942,0.000,0.000,25.348,0.000
39,1926895,Farmington,TENURE2,39,1926895,0.000,0.000,0.000,95.868,4.132,0.000,0.000,2.952,65.697,27.220,4.132,0.000,0.000,4.132,10.788,77.997,7.084,0.000,0.000,0.000,74.418,21.450,4.132,0.000,0.000,0.000,31.229,64.639,4.132,0.000,0.000,0.000,4.304,31.432,19.271,44.993,0.000,19.962,51.551,20.662,7.825,0.000,0.000,0.000,43.189,41.892,10.910,4.010,0.000,0.000,59.959,35.736,4.304,0.000,0.000,0.000,11.603,25.735,4.132,58.531,0.000,4.132,51.330,14.367,2.952,27.220,7.084,49.728,43.189,0.000,0.000,0.000,17.994,11.598,27.220,43.189,0.000,0.000,0.000,4.132,4.010,87.727,4.132,0.000,4.132,7.084,88.785,0.000,0.000,0.000,13.862,38.818,47.320,0.000,0.000,0.000,2.952,45.596,4.132,47.320,0.000,0.000,0.000,7.589,78.550,2.952,4.132,6.778
40,1928290,Fontanelle,TENURE2,40,1928290,0.000,31.628,43.073,16.888,0.000,8.411,8.411,43.073,25.299,23.217,0.000,0.000,59.974,31.615,0.000,8.411,0.000,0.000,0.000,36.678,0.000,8.411,31.694,23.217,0.000,31.628,13.540,46.356,0.000,8.477,16.080,5.600,34.533,0.000,43.788,0.000,0.000,5.600,16.080,25.349,43.788,9.184,0.000,43.073,8.411,23.217,8.411,16.888,0.000,31.628,68.372,0.000,0.000,0.000,0.000,22.795,20.411,7.739,2.804,46.251,23.217,45.168,23.204,8.411,0.000,0.000,53.644,31.628,14.727,0.000,0.000,0.000,53.579,23.217,14.727,0.000,8.477,0.000,0.000,53.644,46.356,0.000,0.000,0.000,36.757,63.243,0.000,0.000,0.000,0.000,21.951,31.628,8.477,0.000,37.944,0.000,36.757,40.105,23.138,0.000,0.000,0.000,27.913,26.469,45.618,0.000,0.000,0.000
